Robot X[m],Robot Y[m],Robot Theta[rads],Landmark X[m],Landmark Y[m],Range[m],Bearing[rads]
1.7172153,0.8205228,-1.3209,3.72073503,-1.98025384,3.314,0.359
1.7202136,0.8049409,-1.3139,2.65345619,-3.75123336,4.791,-0.056
1.7202136,0.8049409,-1.3139,3.72073503,-1.98025384,3.344,0.362
1.7253417,0.7904793,-1.3203,3.12907696,-5.5581163,6.712,-0.033
1.7256807,0.7889173,-1.3206,3.72073503,-1.98025384,3.29,0.365
1.7289249,0.7739186,-1.3458,2.65345619,-3.75123336,4.704,-0.032
1.7289249,0.7739186,-1.3458,3.72073503,-1.98025384,3.224,0.388
1.7325464,0.7573866,-1.357,3.72073503,-1.98025384,3.213,0.405
1.7362266,0.740446,-1.3745,1.91856554,-0.82058089,1.635,-0.099
1.7362266,0.740446,-1.3745,3.72073503,-1.98025384,3.178,0.419
1.7388873,0.7234851,-1.38,1.91856554,-0.82058089,1.619,-0.085
1.7388873,0.7234851,-1.38,3.72073503,-1.98025384,3.118,0.428
1.7428979,0.7064698,-1.3885,1.91856554,-0.82058089,1.614,-0.082
1.7428979,0.7064698,-1.3885,3.72073503,-1.98025384,3.109,0.432
1.7449838,0.6908374,-1.3894,1.91856554,-0.82058089,1.587,-0.078
1.7449838,0.6908374,-1.3894,3.72073503,-1.98025384,3.076,0.447
1.7481344,0.6736432,-1.3798,3.72073503,-1.98025384,3.082,0.44
1.7513966,0.6548144,-1.3782,3.72073503,-1.98025384,3.057,0.438
1.7544841,0.6387161,-1.3842,3.12907696,-5.5581163,6.404,0.026
1.7544841,0.6387161,-1.3842,3.72073503,-1.98025384,3.044,0.451
1.7573046,0.6226647,-1.3847,2.65345619,-3.75123336,4.552,0.012
1.7573046,0.6226647,-1.3847,3.72073503,-1.98025384,3.025,0.452
1.7610323,0.6046522,-1.3794,3.12907696,-5.5581163,6.404,0.023
1.7642582,0.5844328,-1.3694,1.91856554,-0.82058089,1.476,-0.097
1.7642582,0.5844328,-1.3694,3.72073503,-1.98025384,2.989,0.444
1.7686144,0.5704154,-1.3699,2.65345619,-3.75123336,4.542,-0.007
1.7686144,0.5704154,-1.3699,3.72073503,-1.98025384,2.983,0.443
1.7710975,0.5516837,-1.3712,2.65345619,-3.75123336,4.53,-0.002
1.7710975,0.5516837,-1.3712,3.72073503,-1.98025384,2.972,0.447
1.7753418,0.5360209,-1.3809,3.12907696,-5.5581163,6.276,0.025
1.7753418,0.5360209,-1.3809,3.72073503,-1.98025384,2.952,0.456
1.7774474,0.5199355,-1.3703,2.65345619,-3.75123336,4.467,-0.003
1.7774474,0.5199355,-1.3703,3.72073503,-1.98025384,2.954,0.45
1.7822902,0.5033463,-1.3676,3.72073503,-1.98025384,2.921,0.448
1.7857053,0.4861262,-1.3631,1.91856554,-0.82058089,1.398,-0.093
1.7899398,0.4727112,-1.3664,2.65345619,-3.75123336,4.405,-0.01
1.7899398,0.4727112,-1.3664,3.72073503,-1.98025384,2.904,0.451
1.7977955,0.4399883,-1.3634,3.72073503,-1.98025384,2.892,0.449
1.8006999,0.4234875,-1.3647,3.72073503,-1.98025384,2.837,0.464
1.8055384,0.4068912,-1.3683,2.65345619,-3.75123336,4.334,-0.007
1.8055384,0.4068912,-1.3683,3.72073503,-1.98025384,2.832,0.462
1.8086424,0.3910723,-1.3564,3.72073503,-1.98025384,2.82,0.455
1.8131619,0.37503,-1.351,0.97259759,-3.19151915,3.403,-0.458
1.8131619,0.37503,-1.351,3.72073503,-1.98025384,2.816,0.451
1.8211906,0.3399942,-1.3463,2.65345619,-3.75123336,4.265,-0.03
1.8211906,0.3399942,-1.3463,3.72073503,-1.98025384,2.785,0.451
1.8250205,0.324161,-1.3432,3.12907696,-5.5581163,6.124,-0.017
1.8289641,0.3070014,-1.3443,1.91856554,-0.82058089,1.207,-0.142
1.8289641,0.3070014,-1.3443,2.65345619,-3.75123336,4.269,-0.03
1.8289641,0.3070014,-1.3443,3.72073503,-1.98025384,2.781,0.454
1.832738,0.2905593,-1.3451,2.65345619,-3.75123336,4.205,-0.031
1.832738,0.2905593,-1.3451,3.72073503,-1.98025384,2.734,0.457
1.8406579,0.2556589,-1.3455,2.65345619,-3.75123336,4.228,-0.033
1.8406579,0.2556589,-1.3455,3.12907696,-5.5581163,6.124,-0.017
1.8476666,0.2241494,-1.3453,2.65345619,-3.75123336,4.154,-0.032
1.8478691,0.2235576,-1.346,3.72073503,-1.98025384,2.669,0.467
1.8511548,0.2075868,-1.3445,1.91856554,-0.82058089,1.084,-0.176
1.8511548,0.2075868,-1.3445,2.65345619,-3.75123336,4.144,-0.042
1.8554214,0.1916929,-1.3461,1.91856554,-0.82058089,1.068,-0.179
1.8554214,0.1916929,-1.3461,2.65345619,-3.75123336,4.099,-0.031
1.8554214,0.1916929,-1.3461,3.72073503,-1.98025384,2.625,0.474
1.8592712,0.1768862,-1.3456,1.91856554,-0.82058089,1.089,-0.131
1.8592712,0.1768862,-1.3456,2.65345619,-3.75123336,4.1,-0.031
1.8592712,0.1768862,-1.3456,3.72073503,-1.98025384,2.612,0.476
1.8627982,0.1596329,-1.3437,0.97259759,-3.19151915,3.143,-0.502
1.8627982,0.1596329,-1.3437,1.91856554,-0.82058089,1.058,-0.139
1.8627982,0.1596329,-1.3437,2.65345619,-3.75123336,4.04,-0.032
1.8627982,0.1596329,-1.3437,3.12907696,-5.5581163,5.993,-0.011
1.8627982,0.1596329,-1.3437,3.72073503,-1.98025384,2.594,0.478
1.8667662,0.1440945,-1.3456,2.65345619,-3.75123336,4.027,-0.032
1.8667662,0.1440945,-1.3456,3.12907696,-5.5581163,5.867,-0.01
1.8667662,0.1440945,-1.3456,3.72073503,-1.98025384,2.573,0.483
1.870141,0.1283058,-1.3441,0.97259759,-3.19151915,3.131,-0.505
1.870141,0.1283058,-1.3441,2.65345619,-3.75123336,4.039,-0.032
1.870141,0.1283058,-1.3441,3.12907696,-5.5581163,5.867,-0.012
1.870141,0.1283058,-1.3441,3.72073503,-1.98025384,2.558,0.483
1.8773703,0.0962466,-1.3416,0.97259759,-3.19151915,3.109,-0.504
1.8773703,0.0962466,-1.3416,2.65345619,-3.75123336,3.977,-0.034
1.8773703,0.0962466,-1.3416,3.72073503,-1.98025384,2.53,0.485
1.8809717,0.0804753,-1.341,0.97259759,-3.19151915,3.074,-0.515
1.8809717,0.0804753,-1.341,2.65345619,-3.75123336,4.027,-0.034
1.8809717,0.0804753,-1.341,3.12907696,-5.5581163,5.867,-0.013
1.8809717,0.0804753,-1.341,3.72073503,-1.98025384,2.509,0.491
1.8903404,0.0399703,-1.2284,2.65345619,-3.75123336,3.872,-0.163
1.8903404,0.0399703,-1.2284,3.72073503,-1.98025384,2.612,0.375
1.8951064,0.0281734,-1.1332,3.72073503,-1.98025384,2.679,0.307
1.9008391,0.0166866,-1.0361,2.65345619,-3.75123336,3.741,-0.325
1.9008391,0.0166866,-1.0361,3.72073503,-1.98025384,2.72,0.226
1.9070368,0.0066383,-0.9482,2.65345619,-3.75123336,3.573,-0.442
1.9070368,0.0066383,-0.9482,3.72073503,-1.98025384,2.755,0.105
1.9157296,-0.0051676,-0.8668,2.65345619,-3.75123336,3.444,-0.509
1.9157296,-0.0051676,-0.8668,3.12907696,-5.5581163,5.119,-0.487
1.9157296,-0.0051676,-0.8668,3.72073503,-1.98025384,2.753,0.045
1.9248714,-0.0157636,-0.8116,3.12907696,-5.5581163,5.028,-0.546
1.9248714,-0.0157636,-0.8116,3.72073503,-1.98025384,2.738,-0.013
1.9340387,-0.0264775,-0.7415,3.72073503,-1.98025384,2.709,-0.096
1.9445063,-0.0359801,-0.6889,3.72073503,-1.98025384,2.71,-0.129
1.9561638,-0.0452735,-0.6267,3.72073503,-1.98025384,2.639,-0.208
1.9687317,-0.0539372,-0.5797,3.72073503,-1.98025384,2.618,-0.242
1.9807879,-0.0622592,-0.5337,3.72073503,-1.98025384,2.568,-0.308
1.9942699,-0.0695867,-0.5176,3.72073503,-1.98025384,2.513,-0.324
2.0061522,-0.0761932,-0.5138,3.72073503,-1.98025384,2.504,-0.331
2.0192054,-0.0827354,-0.5199,3.72073503,-1.98025384,2.476,-0.332
2.0293225,-0.088149,-0.5199,3.72073503,-1.98025384,2.471,-0.333
2.0454102,-0.0978881,-0.5159,3.72073503,-1.98025384,2.508,-0.32
2.0580801,-0.1045194,-0.5182,3.72073503,-1.98025384,2.446,-0.337
2.0698976,-0.1104888,-0.5227,3.72073503,-1.98025384,2.434,-0.337
2.0830954,-0.1184285,-0.5195,3.72073503,-1.98025384,2.424,-0.337
2.0933274,-0.1249742,-0.5126,3.72073503,-1.98025384,2.396,-0.345
2.1041455,-0.1306455,-0.5132,3.72073503,-1.98025384,2.395,-0.347
2.1152396,-0.136843,-0.5132,3.72073503,-1.98025384,2.366,-0.351
2.1265288,-0.1425455,-0.5157,3.72073503,-1.98025384,2.349,-0.352
2.1375824,-0.1485953,-0.5196,3.72073503,-1.98025384,2.344,-0.351
2.1481693,-0.1541434,-0.5222,3.72073503,-1.98025384,2.336,-0.352
2.1611696,-0.1614288,-0.5224,3.72073503,-1.98025384,2.318,-0.353
2.1766351,-0.1708642,-0.52,3.72073503,-1.98025384,2.32,-0.357
2.1907363,-0.1777265,-0.5233,3.72073503,-1.98025384,2.294,-0.356
2.2045297,-0.1868686,-0.5176,3.72073503,-1.98025384,2.268,-0.361
2.2200218,-0.1936457,-0.5255,3.72073503,-1.98025384,2.26,-0.36
2.233301,-0.2028639,-0.5146,3.72073503,-1.98025384,2.241,-0.368
2.2478686,-0.2093152,-0.5257,3.72073503,-1.98025384,2.223,-0.368
2.2624013,-0.2187653,-0.5184,3.72073503,-1.98025384,2.198,-0.373
2.2765158,-0.2257125,-0.5222,3.72073503,-1.98025384,2.198,-0.376
2.2907966,-0.2348622,-0.5156,3.72073503,-1.98025384,2.175,-0.377
2.3051841,-0.2419343,-0.5204,3.72073503,-1.98025384,2.154,-0.384
2.3208726,-0.2507072,-0.5209,3.72073503,-1.98025384,2.137,-0.381
2.3340801,-0.2581852,-0.5197,3.72073503,-1.98025384,2.119,-0.385
2.3485565,-0.2648926,-0.5255,3.72073503,-1.98025384,2.115,-0.382
2.3613271,-0.2735788,-0.5196,3.72073503,-1.98025384,2.136,-0.375
2.3768327,-0.2806702,-0.526,3.72073503,-1.98025384,2.07,-0.391
2.3913765,-0.2904163,-0.5197,3.72073503,-1.98025384,2.077,-0.392
2.4048134,-0.2964235,-0.5269,3.72073503,-1.98025384,2.042,-0.397
2.4188676,-0.3054496,-0.522,3.72073503,-1.98025384,2.043,-0.399
2.4324553,-0.312475,-0.5235,3.72073503,-1.98025384,2.01,-0.403
2.4471505,-0.319944,-0.5245,3.72073503,-1.98025384,2.004,-0.405
2.4592058,-0.3270684,-0.4371,3.72073503,-1.98025384,1.936,-0.473
2.4730006,-0.3342453,-0.4357,3.72073503,-1.98025384,1.892,-0.499
2.4883788,-0.3402623,-0.4359,3.72073503,-1.98025384,1.879,-0.504
2.5051845,-0.347844,-0.4346,3.72073503,-1.98025384,1.853,-0.511
2.5162668,-0.3530916,-0.3743,3.72073503,-1.98025384,1.8,-0.551
2.7871709,-0.400109,0.0487,4.6723925,0.8440939,2.043,0.515
2.8003665,-0.399088,0.0697,4.6723925,0.8440939,2.042,0.506
2.8169699,-0.3974008,0.0719,4.6723925,0.8440939,2.049,0.503
2.8300036,-0.397169,0.1604,4.6723925,0.8440939,2.098,0.432
2.8453787,-0.3946371,0.1682,4.6723925,0.8440939,2.1,0.428
2.8618055,-0.3917287,0.1691,4.6723925,0.8440939,2.11,0.415
2.8771878,-0.3891984,0.1684,4.6723925,0.8440939,2.059,0.43
2.8917478,-0.386443,0.2083,4.6723925,0.8440939,2.065,0.42
2.9074112,-0.3833447,0.2423,4.6723925,0.8440939,2.087,0.362
2.9212661,-0.3788983,0.2459,4.6723925,0.8440939,2.079,0.358
2.9369667,-0.3752776,0.2508,4.6723925,0.8440939,2.062,0.359
2.9504891,-0.3720857,0.3209,4.6723925,0.8440939,2.088,0.292
2.9644997,-0.3662929,0.327,4.6723925,0.8440939,2.083,0.284
2.9799315,-0.362215,0.3352,4.6723925,0.8440939,2.07,0.279
2.9937632,-0.3566383,0.3466,4.6723925,0.8440939,2.058,0.277
3.0072005,-0.350956,0.4137,4.6723925,0.8440939,2.08,0.201
3.0220522,-0.3451045,0.4222,4.6723925,0.8440939,2.089,0.201
3.0373744,-0.3370519,0.4184,4.6723925,0.8440939,2.052,0.199
3.0502158,-0.3313824,0.4868,4.6723925,0.8440939,2.056,0.153
3.0649927,-0.3240105,0.5071,4.6723925,0.8440939,2.048,0.123
3.0798224,-0.3149769,0.5046,4.6723925,0.8440939,2.032,0.122
3.093499,-0.3083553,0.5134,4.6723925,0.8440939,2.021,0.123
3.1063666,-0.2999058,0.5816,4.6723925,0.8440939,2.031,0.034
3.1209838,-0.290886,0.5941,4.6723925,0.8440939,1.991,0.039
3.133001,-0.2817108,0.5948,4.6723925,0.8440939,1.972,0.039
3.1445688,-0.2745201,0.6534,4.6723925,0.8440939,1.956,-0.005
3.155989,-0.2647973,0.6773,4.6723925,0.8440939,1.946,-0.051
3.1683884,-0.2545244,0.6836,4.6723925,0.8440939,1.933,-0.053
3.1799316,-0.2443956,0.6803,4.6723925,0.8440939,1.916,-0.053
3.1906773,-0.2362703,0.7627,4.6723925,0.8440939,1.882,-0.131
3.202095,-0.2249546,0.7727,4.6723925,0.8440939,1.873,-0.145
3.2132873,-0.2135939,0.7715,4.6723925,0.8440939,1.866,-0.144
3.2252591,-0.2028861,0.7911,4.6723925,0.8440939,1.838,-0.156
3.2333951,-0.1931998,0.858,4.6723925,0.8440939,1.794,-0.237
3.2333951,-0.1931998,0.858,4.13634588,3.60883503,3.588,0.471
3.2440404,-0.1796528,0.8567,4.13634588,3.60883503,3.573,0.477
3.2550117,-0.1676946,0.8614,4.6723925,0.8440939,1.779,-0.241
3.2550117,-0.1676946,0.8614,4.13634588,3.60883503,3.573,0.476
3.2630499,-0.1575439,0.9134,4.13634588,3.60883503,3.632,0.424
3.2725523,-0.1442703,0.9407,4.13634588,3.60883503,3.665,0.397
3.28276,-0.1311663,0.9481,4.13634588,3.60883503,3.661,0.395
3.2906304,-0.1178896,0.9404,4.13634588,3.60883503,3.633,0.395
3.2984496,-0.1073139,1.0297,4.6723925,0.8440939,1.612,-0.409
3.2984496,-0.1073139,1.0297,4.13634588,3.60883503,3.712,0.335
3.304897,-0.0960887,1.1079,4.6723925,0.8440939,1.526,-0.518
3.304897,-0.0960887,1.1079,4.13634588,3.60883503,3.796,0.236
3.304897,-0.0960887,1.1079,3.26730988,2.52731607,2.425,0.466
3.3124101,-0.081576,1.1095,4.6723925,0.8440939,1.512,-0.521
3.3124101,-0.081576,1.1095,3.26730988,2.52731607,2.419,0.466
3.319247,-0.067353,1.1111,3.26730988,2.52731607,2.394,0.468
3.3267715,-0.0530547,1.1192,3.26730988,2.52731607,2.389,0.467
3.3322007,-0.0385172,1.1106,3.26730988,2.52731607,2.371,0.47
3.3404567,-0.023635,1.1164,4.13634588,3.60883503,3.707,0.235
3.3404567,-0.023635,1.1164,3.26730988,2.52731607,2.346,0.475
3.3448204,-0.012636,1.1787,3.26730988,2.52731607,2.392,0.427
3.3504162,0.0027338,1.1954,3.26730988,2.52731607,2.414,0.397
3.3575053,0.0169945,1.2065,3.26730988,2.52731607,2.4,0.396
3.3666401,0.0442249,1.2813,3.26730988,2.52731607,2.444,0.331
3.3710551,0.0576411,1.2883,3.26730988,2.52731607,2.419,0.321
3.3750191,0.0711484,1.2924,4.13634588,3.60883503,3.692,0.07
3.3750191,0.0711484,1.2924,3.26730988,2.52731607,2.407,0.324
3.3783777,0.0854508,1.3305,3.26730988,2.52731607,2.416,0.284
3.3824262,0.0970962,1.3734,2.39221778,3.80018838,3.537,0.455
3.3840512,0.1114554,1.3697,3.26730988,2.52731607,2.442,0.239
3.3872421,0.1251215,1.3767,3.26730988,2.52731607,2.407,0.242
3.3899653,0.1386028,1.4611,2.39221778,3.80018838,3.618,0.393
3.3910661,0.1504818,1.4603,2.39221778,3.80018838,3.622,0.373
3.3916038,0.1653117,1.4634,2.39221778,3.80018838,3.665,0.363
3.3928232,0.1786408,1.4588,2.39221778,3.80018838,3.601,0.374
3.3947235,0.1912502,1.4874,2.39221778,3.80018838,3.618,0.344
3.3964361,0.2218829,1.551,2.39221778,3.80018838,3.65,0.289
3.3966036,0.2362999,1.5463,4.13634588,3.60883503,3.474,-0.198
3.3966036,0.2362999,1.5463,2.39221778,3.80018838,3.631,0.291
3.3973482,0.2492412,1.549,2.39221778,3.80018838,3.623,0.282
3.3974391,0.2615962,1.6334,2.39221778,3.80018838,3.669,0.212
3.3969554,0.2747969,1.6361,4.13634588,3.60883503,3.368,-0.287
3.3969554,0.2747969,1.6361,2.39221778,3.80018838,3.687,0.206
3.3951733,0.2895944,1.634,3.26730988,2.52731607,2.317,-0.012
3.3941646,0.3034401,1.6446,2.39221778,3.80018838,3.624,0.199
3.3940329,0.3133228,1.7246,2.39221778,3.80018838,3.676,0.123
3.3918143,0.3268712,1.721,0.8891764,4.40906195,4.542,0.381
3.3896475,0.3412242,1.7247,2.39221778,3.80018838,3.667,0.121
3.3876346,0.3548223,1.7552,2.39221778,3.80018838,3.665,0.113
3.3852821,0.3685755,1.8008,0.8891764,4.40906195,4.6,0.31
3.3813159,0.3823211,1.8059,2.39221778,3.80018838,3.644,0.043
3.3813159,0.3823211,1.8059,0.8891764,4.40906195,4.617,0.305
3.3760653,0.4049024,1.8097,2.39221778,3.80018838,3.597,0.038
3.372893,0.4174322,1.866,0.95289638,2.7093334,2.99,0.512
3.3656857,0.4400126,1.8952,3.26730988,2.52731607,2.084,-0.282
3.3656857,0.4400126,1.8952,0.95289638,2.7093334,3.024,0.48
3.3623849,0.4501676,1.8981,0.8891764,4.40906195,4.627,0.227
3.3623849,0.4501676,1.8981,0.95289638,2.7093334,3.017,0.479
3.357768,0.4641696,1.9735,2.39221778,3.80018838,3.554,-0.101
3.3539748,0.4722499,1.9778,3.26730988,2.52731607,1.984,-0.367
3.3539748,0.4722499,1.9778,0.95289638,2.7093334,3.109,0.41
3.3494175,0.4828104,1.9843,0.8891764,4.40906195,4.693,0.145
3.3440017,0.4952969,1.9836,0.95289638,2.7093334,3.082,0.4
3.3393662,0.5055693,1.9931,0.8891764,4.40906195,4.617,0.144
3.3393662,0.5055693,1.9931,0.95289638,2.7093334,3.068,0.407
3.3287551,0.5269983,2.0618,0.8891764,4.40906195,4.647,0.065
3.3287551,0.5269983,2.0618,0.95289638,2.7093334,3.149,0.33
3.3226675,0.5372185,2.0695,0.8891764,4.40906195,4.693,0.061
3.3226675,0.5372185,2.0695,0.95289638,2.7093334,3.143,0.329
3.3166248,0.5471481,2.067,0.8891764,4.40906195,4.674,0.059
3.3166248,0.5471481,2.067,0.95289638,2.7093334,3.13,0.322
3.3105452,0.5586392,2.1227,0.8891764,4.40906195,4.693,0.014
3.3105452,0.5586392,2.1227,0.95289638,2.7093334,3.152,0.282
3.3047494,0.5694279,2.1472,0.8891764,4.40906195,4.628,-0.014
3.3047494,0.5694279,2.1472,0.95289638,2.7093334,3.173,0.252
3.2988539,0.5772906,2.15,2.39221778,3.80018838,3.257,-0.316
3.2988539,0.5772906,2.15,0.95289638,2.7093334,3.158,0.243
3.2923759,0.587787,2.1568,0.95289638,2.7093334,3.168,0.247
3.285794,0.5978105,2.1533,2.39221778,3.80018838,3.25,-0.315
3.285794,0.5978105,2.1533,0.95289638,2.7093334,3.143,0.244
3.2711652,0.6169834,2.2224,0.95289638,2.7093334,3.152,0.175
3.264411,0.6260971,2.2255,0.95289638,2.7093334,3.151,0.173
3.2567493,0.635725,2.2428,2.39221778,3.80018838,3.076,-0.421
3.2567493,0.635725,2.2428,0.95289638,2.7093334,3.131,0.156
3.2488476,0.6456662,2.2815,0.8891764,4.40906195,4.496,-0.154
3.2488476,0.6456662,2.2815,0.95289638,2.7093334,3.178,0.134
3.241043,0.6545405,2.2829,0.95289638,2.7093334,3.13,0.12
3.2229281,0.6737297,2.3104,0.95289638,2.7093334,3.119,0.091
3.2131501,0.684896,2.3436,2.39221778,3.80018838,2.921,-0.513
3.2131501,0.684896,2.3436,0.95289638,2.7093334,3.143,0.075
3.2021065,0.695846,2.3711,0.8891764,4.40906195,4.334,-0.234
3.2021065,0.695846,2.3711,0.95289638,2.7093334,3.1,0.045
3.1885781,0.7069299,2.3797,2.39221778,3.80018838,2.826,-0.554
3.1885781,0.7069299,2.3797,0.95289638,2.7093334,3.08,0.025
3.1750734,0.7194977,2.3864,0.8891764,4.40906195,4.251,-0.267
3.1750734,0.7194977,2.3864,0.95289638,2.7093334,3.075,0.018
3.163229,0.7319807,2.3985,0.95289638,2.7093334,3.069,0.009
3.1496703,0.7418714,2.3827,0.95289638,2.7093334,3.032,0.018
3.1389597,0.7537402,2.3797,0.95289638,2.7093334,3.017,0.023
3.1273332,0.7642562,2.3723,0.95289638,2.7093334,2.989,0.04
3.1148547,0.7757236,2.3668,0.95289638,2.7093334,2.982,0.035
3.1027739,0.7878927,2.37,0.95289638,2.7093334,2.997,0.032
3.0912653,0.7984627,2.361,0.95289638,2.7093334,2.956,0.047
3.0789168,0.8106888,2.3556,0.8891764,4.40906195,4.205,-0.246
3.0789168,0.8106888,2.3556,0.95289638,2.7093334,2.926,0.046
3.067225,0.8226459,2.3576,0.95289638,2.7093334,2.914,0.046
3.0405294,0.8472428,2.3397,0.95289638,2.7093334,2.872,0.058
3.0305816,0.8598585,2.3385,0.95289638,2.7093334,2.849,0.066
3.0183901,0.8717637,2.3336,0.95289638,2.7093334,2.841,0.072
3.0073697,0.8835408,2.3363,0.95289638,2.7093334,2.817,0.068
2.9941535,0.8973881,2.3292,0.95289638,2.7093334,2.814,0.075
2.9831751,0.9078497,2.3184,0.95289638,2.7093334,2.798,0.086
2.9735919,0.9180676,2.3179,2.39221778,3.80018838,2.592,-0.553
2.9735919,0.9180676,2.3179,0.8891764,4.40906195,4.085,-0.209
2.9735919,0.9180676,2.3179,0.95289638,2.7093334,2.764,0.087
2.9597415,0.9321266,2.3176,2.39221778,3.80018838,2.607,-0.555
2.9597415,0.9321266,2.3176,0.95289638,2.7093334,2.761,0.083
2.9481626,0.9464152,2.3221,0.95289638,2.7093334,2.739,0.09
2.9347636,0.9579694,2.3025,0.95289638,2.7093334,2.717,0.098
2.9249383,0.9714423,2.3049,0.95289638,2.7093334,2.689,0.108
2.9124509,0.9839119,2.2914,0.95289638,2.7093334,2.681,0.115
2.9000802,0.9973041,2.2828,0.95289638,2.7093334,2.674,0.127
2.8899914,1.0104238,2.2831,0.95289638,2.7093334,2.635,0.131
2.8782084,1.0228657,2.2875,0.95289638,2.7093334,2.623,0.129
2.8678249,1.0355109,2.2892,0.95289638,2.7093334,2.604,0.126
2.8561853,1.0477998,2.2819,0.95289638,2.7093334,2.591,0.132
2.8451205,1.0613047,2.2733,0.95289638,2.7093334,2.568,0.139
2.8343951,1.0720714,2.2611,2.39221778,3.80018838,2.475,-0.538
2.8343951,1.0720714,2.2611,0.95289638,2.7093334,2.546,0.151
2.8242198,1.0859835,2.2591,0.95289638,2.7093334,2.523,0.159
2.8134656,1.097685,2.247,0.95289638,2.7093334,2.504,0.166
2.8021357,1.111569,2.2402,0.95289638,2.7093334,2.498,0.177
2.7914318,1.1264979,2.2413,2.39221778,3.80018838,2.424,-0.529
2.7914318,1.1264979,2.2413,0.95289638,2.7093334,2.467,0.183
2.7800008,1.1386188,2.2365,0.95289638,2.7093334,2.457,0.182
2.7588736,1.1635652,2.2183,0.8891764,4.40906195,3.806,-0.134
2.7588736,1.1635652,2.2183,0.95289638,2.7093334,2.402,0.201
2.7497819,1.1788973,2.2287,0.95289638,2.7093334,2.399,0.205
2.7303134,1.2042674,2.2207,0.95289638,2.7093334,2.354,0.21
2.7183678,1.2169865,2.2057,0.95289638,2.7093334,2.34,0.219
2.7008186,1.2415126,2.1891,0.95289638,2.7093334,2.29,0.241
2.6924347,1.2539596,2.1846,0.95289638,2.7093334,2.292,0.263
2.681777,1.2668705,2.1778,0.95289638,2.7093334,2.251,0.259
2.6729146,1.2792763,2.178,0.95289638,2.7093334,2.227,0.256
2.6607987,1.2952516,2.1693,0.95289638,2.7093334,2.218,0.261
2.6534789,1.3075151,2.1693,0.8891764,4.40906195,3.652,-0.086
2.5888539,1.4048857,2.1308,0.8891764,4.40906195,3.518,-0.051
2.5794897,1.4208452,2.125,0.95289638,2.7093334,2.038,0.335
2.5630767,1.4475519,2.1042,2.39221778,3.80018838,2.189,-0.466
2.5630767,1.4475519,2.1042,0.8891764,4.40906195,3.474,-0.026
2.5630767,1.4475519,2.1042,0.95289638,2.7093334,1.99,0.359
2.5542952,1.4635968,2.0999,2.39221778,3.80018838,2.172,-0.463
2.5542952,1.4635968,2.0999,0.8891764,4.40906195,3.48,-0.017
2.5542952,1.4635968,2.0999,0.95289638,2.7093334,1.968,0.37
2.5442024,1.4783348,2.0922,2.39221778,3.80018838,2.165,-0.464
2.5442024,1.4783348,2.0922,0.8891764,4.40906195,3.475,-0.008
2.5442024,1.4783348,2.0922,0.95289638,2.7093334,1.958,0.368
2.5280288,1.508368,2.0835,2.39221778,3.80018838,2.143,-0.457
2.5280288,1.508368,2.0835,0.8891764,4.40906195,3.415,0.005
2.5280288,1.508368,2.0835,0.95289638,2.7093334,1.899,0.402
2.5240788,1.515254,2.0813,2.39221778,3.80018838,2.129,-0.457
2.5240788,1.515254,2.0813,0.8891764,4.40906195,3.387,0.007
2.5240788,1.515254,2.0813,0.95289638,2.7093334,1.891,0.405
2.5186593,1.5254282,2.0817,2.39221778,3.80018838,2.12,-0.46
2.5186593,1.5254282,2.0817,0.8891764,4.40906195,3.397,0.007
2.5186593,1.5254282,2.0817,0.95289638,2.7093334,1.878,0.407
2.5136168,1.5345278,2.0799,2.39221778,3.80018838,2.108,-0.463
2.5136168,1.5345278,2.0799,0.8891764,4.40906195,3.396,0.006
2.5136168,1.5345278,2.0799,0.95289638,2.7093334,1.868,0.408
2.5090077,1.543424,2.0787,2.39221778,3.80018838,2.098,-0.464
2.5090077,1.543424,2.0787,0.8891764,4.40906195,3.365,0.007
2.5090077,1.543424,2.0787,0.95289638,2.7093334,1.856,0.412
2.5041854,1.5518994,2.0779,2.39221778,3.80018838,2.089,-0.466
2.5041854,1.5518994,2.0779,0.8891764,4.40906195,3.358,0.006
2.5041854,1.5518994,2.0779,0.95289638,2.7093334,1.845,0.413
2.4990119,1.5608226,2.0786,2.39221778,3.80018838,2.084,-0.466
2.4990119,1.5608226,2.0786,0.8891764,4.40906195,3.368,0.007
2.4990119,1.5608226,2.0786,0.95289638,2.7093334,1.842,0.414
2.4941266,1.5686761,2.0783,2.39221778,3.80018838,2.072,-0.469
2.4941266,1.5686761,2.0783,0.8891764,4.40906195,3.33,0.007
2.4941266,1.5686761,2.0783,0.95289638,2.7093334,1.829,0.417
